Time,Displacement,Force
"8.8000","0.7244","0.3478"
"8.9000","0.7328","0.3500"
"9.0000","0.7409","0.3518"
"9.1000","0.7494","0.3540"
"9.2000","0.7583","0.3564"
"9.3000","0.7660","0.3581"
"9.4000","0.7747","0.3604"
"9.5000","0.7828","0.3623"
"9.6000","0.7907","0.3639"
"9.7000","0.7996","0.3660"
"9.8000","0.8081","0.3680"
"9.9000","0.8159","0.3698"
"10.0000","0.8246","0.3719"
"10.1000","0.8327","0.3738"
"10.2000","0.8407","0.3751"
"10.3000","0.8498","0.3776"
"10.4000","0.8580","0.3792"
"10.5000","0.8661","0.3808"
"10.6000","0.8746","0.3826"
"10.7000","0.8827","0.3842"
"10.8000","0.8908","0.3862"
"10.9000","0.8997","0.3882"
"11.0000","0.9077","0.3896"
"11.1000","0.9163","0.3914"
"11.2000","0.9244","0.3930"
"11.3000","0.9324","0.3944"
"11.4000","0.9412","0.3965"
"11.5000","0.9498","0.3981"
"11.6000","0.9577","0.3995"
"11.7000","0.9664","0.4014"
"11.8000","0.9746","0.4030"
"11.9000","0.9824","0.4042"
"12.0000","0.9913","0.4060"
"12.1000","0.9998","0.4078"
"12.2000","1.0076","0.4090"
"12.3000","1.0163","0.4105"
"12.4000","1.0243","0.4120"
"12.5000","1.0324","0.4135"
"12.6000","1.0414","0.4150"
"12.7000","1.0496","0.4164"
"12.8000","1.0578","0.4178"
"12.9000","1.0664","0.4195"
"13.0000","1.0742","0.4205"
"13.1000","1.0826","0.4221"
"13.2000","1.0914","0.4235"
"13.3000","1.0995","0.4248"
"13.4000","1.1078","0.4261"
"13.5000","1.1162","0.4275"
"13.6000","1.1241","0.4283"
"13.7000","1.1329","0.4299"
"13.8000","1.1415","0.4314"
"13.9000","1.1494","0.4322"
"14.0000","1.1582","0.4335"
"14.1000","1.1664","0.4349"
"14.2000","1.1742","0.4355"
"14.3000","1.1830","0.4370"
"14.4000","1.1914","0.4379"
"14.5000","1.1994","0.4390"
"14.6000","1.2080","0.4401"
"14.7000","1.2161","0.4409"
"14.8000","1.2241","0.4419"
"14.9000","1.2329","0.4431"
"15.0000","1.2413","0.4440"
"15.1000","1.2495","0.4449"
"15.2000","1.2581","0.4460"
"15.3000","1.2659","0.4466"
"15.4000","1.2744","0.4474"
"15.5000","1.2829","0.4482"
"15.6000","1.2911","0.4488"
"15.7000","1.2995","0.4497"
"15.8000","1.3078","0.4499"
"15.9000","1.3156","0.4505"
"16.0000","1.3245","0.4513"
"16.1000","1.3328","0.4520"
"16.2000","1.3410","0.4526"
"16.3000","1.3496","0.4529"
"16.4000","1.3580","0.4536"
"16.5000","1.3658","0.4535"
"16.6000","1.3745","0.4540"
"16.7000","1.3830","0.4544"
"16.8000","1.3912","0.4547"
"16.9000","1.3995","0.4549"
"17.0000","1.4077","0.4553"
"17.1000","1.4158","0.4554"
"17.2000","1.4246","0.4556"
"17.3000","1.4330","0.4557"
"17.4000","1.4414","0.4561"
"17.5000","1.4498","0.4561"
"17.6000","1.4578","0.4561"
"17.7000","1.4661","0.4562"
"17.8000","1.4746","0.4560"
"17.9000","1.4829","0.4562"
"18.0000","1.4912","0.4563"
"18.1000","1.4996","0.4566"
"18.2000","1.5074","0.4563"
"18.3000","1.5161","0.4567"
"18.4000","1.5245","0.4568"
"18.5000","1.5330","0.4567"
"18.6000","1.5414","0.4568"
"18.7000","1.5498","0.4567"
"18.8000","1.5574","0.4562"
"18.9000","1.5663","0.4569"
"19.0000","1.5744","0.4569"
"19.1000","1.5828","0.4568"
"19.2000","1.5911","0.4568"
"19.3000","1.5994","0.4567"
"19.4000","1.6074","0.4566"
"19.5000","1.6162","0.4569"
"19.6000","1.6243","0.4570"
"19.7000","1.6329","0.4568"
"19.8000","1.6414","0.4572"
"19.9000","1.6493","0.4566"
"20.0000","1.6577","0.4567"
"20.1000","1.6662","0.4567"
"20.2000","1.6742","0.4566"
"20.3000","1.6829","0.4568"
"20.4000","1.6913","0.4567"
"20.5000","1.6991","0.4563"
"20.6000","1.7080","0.4565"
"20.7000","1.7163","0.4566"
"20.8000","1.7246","0.4566"
"20.9000","1.7330","0.4564"
"21.0000","1.7415","0.4563"
"21.1000","1.7493","0.4560"
"21.2000","1.7580","0.4562"
"21.3000","1.7661","0.4561"
"21.4000","1.7745","0.4559"
"21.5000","1.7829","0.4560"
"21.6000","1.7912","0.4557"
"21.7000","1.7991","0.4555"
"21.8000","1.8080","0.4556"
"21.9000","1.8161","0.4556"
"22.0000","1.8246","0.4554"
"22.1000","1.8330","0.4552"
"22.2000","1.8411","0.4550"
"22.3000","1.8493","0.4548"
"22.4000","1.8578","0.4549"
"22.5000","1.8661","0.4551"
"22.6000","1.8746","0.4548"
"22.7000","1.8828","0.4545"
"22.8000","1.8909","0.4545"
"22.9000","1.8993","0.4544"
"23.0000","1.9077","0.4544"
"23.1000","1.9161","0.4543"
"23.2000","1.9247","0.4544"
"23.3000","1.9329","0.4542"
"23.4000","1.9409","0.4539"
"23.5000","1.9495","0.4537"
"23.6000","1.9577","0.4536"
"23.7000","1.9663","0.4538"
"23.8000","1.9746","0.4535"
"23.9000","1.9828","0.4534"
"24.0000","1.9910","0.4532"
"24.1000","1.9995","0.4533"
"24.2000","2.0078","0.4531"
"24.3000","2.0164","0.4531"
"24.4000","2.0245","0.4529"
"24.5000","2.0329","0.4528"
"24.6000","2.0410","0.4527"
"24.7000","2.0494","0.4525"
"24.8000","2.0577","0.4525"
"24.9000","2.0662","0.4524"
"25.0000","2.0744","0.4524"
"25.1000","2.0828","0.4523"
"25.2000","2.0909","0.4522"
"25.3000","2.0995","0.4520"
"25.4000","2.1078","0.4520"
"25.5000","2.1163","0.4519"
"25.6000","2.1246","0.4518"
"25.7000","2.1329","0.4519"
"25.8000","2.1412","0.4517"
"25.9000","2.1494","0.4516"
"26.0000","2.1579","0.4514"
"26.1000","2.1663","0.4515"
"26.2000","2.1745","0.4513"
"26.3000","2.1826","0.4511"
"26.4000","2.1911","0.4511"
"26.5000","2.1994","0.4511"
"26.6000","2.2079","0.4508"
"26.7000","2.2163","0.4510"
"26.8000","2.2246","0.4507"
"26.9000","2.2327","0.4506"
"27.0000","2.2412","0.4507"
"27.1000","2.2494","0.4502"
"27.2000","2.2580","0.4505"
"27.3000","2.2662","0.4503"
"27.4000","2.2745","0.4500"
"27.5000","2.2828","0.4503"
"27.6000","2.2909","0.4499"
"27.7000","2.2993","0.4500"
"27.8000","2.3081","0.4499"
"27.9000","2.3161","0.4498"
"28.0000","2.3244","0.4495"
"28.1000","2.3329","0.4497"
"28.2000","2.3410","0.4494"
"28.3000","2.3492","0.4494"
"28.4000","2.3580","0.4495"
"28.5000","2.3660","0.4492"
"28.6000","2.3743","0.4490"
"28.7000","2.3827","0.4492"
"28.8000","2.3910","0.4488"
"28.9000","2.3996","0.4491"
"29.0000","2.4081","0.4489"
"29.1000","2.4161","0.4486"
"29.2000","2.4246","0.4489"
"29.3000","2.4329","0.4488"
"29.4000","2.4409","0.4483"
"29.5000","2.4497","0.4485"
"29.6000","2.4580","0.4484"
"29.7000","2.4659","0.4482"
"29.8000","2.4744","0.4481"
"29.9000","2.4827","0.4479"
"30.0000","2.4910","0.4479"
"30.1000","2.4996","0.4480"
"30.2000","2.5080","0.4479"
"30.3000","2.5163","0.4477"
"30.4000","2.5246","0.4476"
"30.5000","2.5328","0.4475"
"30.6000","2.5411","0.4475"
"30.7000","2.5497","0.4476"
"30.8000","2.5579","0.4472"
"30.9000","2.5661","0.4471"
"31.0000","2.5743","0.4470"
"31.1000","2.5827","0.4472"
"31.2000","2.5912","0.4468"
"31.3000","2.5996","0.4468"
"31.4000","2.6077","0.4466"
"31.5000","2.6163","0.4464"
"31.6000","2.6243","0.4464"
"31.7000","2.6326","0.4463"
"31.8000","2.6411","0.4462"
"31.9000","2.6495","0.4462"
"32.0000","2.6576","0.4457"
"32.1000","2.6661","0.4460"
"32.2000","2.6742","0.4459"
"32.3000","2.6827","0.4458"
"32.4000","2.6913","0.4459"
"32.5000","2.6996","0.4458"
"32.6000","2.7080","0.4456"
"32.7000","2.7164","0.4456"
"32.8000","2.7245","0.4455"
"32.9000","2.7328","0.4454"
"33.0000","2.7412","0.4451"
"33.1000","2.7494","0.4452"
"33.2000","2.7578","0.4449"
"33.3000","2.7659","0.4449"
"33.4000","2.7742","0.4449"
"33.5000","2.7828","0.4445"
"33.6000","2.7914","0.4447"
"33.7000","2.7994","0.4440"
"33.8000","2.8081","0.4445"
"33.9000","2.8161","0.4442"
"34.0000","2.8243","0.4440"
"34.1000","2.8328","0.4439"
"34.2000","2.8414","0.4438"
"34.3000","2.8492","0.4434"
"34.4000","2.8579","0.4437"
"34.5000","2.8660","0.4433"
"34.6000","2.8745","0.4430"
"34.7000","2.8830","0.4431"
"34.8000","2.8914","0.4429"
"34.9000","2.8993","0.4425"
"35.0000","2.9081","0.4425"
"35.1000","2.9161","0.4421"
"35.2000","2.9244","0.4420"
"35.3000","2.9329","0.4420"
"35.4000","2.9410","0.4416"
"35.5000","2.9496","0.4417"
"35.6000","2.9578","0.4413"
"35.7000","2.9658","0.4410"
"35.8000","2.9745","0.4410"
"35.9000","2.9831","0.4405"
"36.0000","2.9910","0.4402"
"36.1000","2.9999","0.4403"
"36.2000","3.0079","0.4397"
"36.3000","3.0159","0.4392"
"36.4000","3.0244","0.4391"
"36.5000","3.0331","0.4388"
"36.6000","3.0407","0.4380"
"36.7000","3.0496","0.4381"
"36.8000","3.0576","0.4376"
"36.9000","3.0659","0.4373"
"37.0000","3.0745","0.4368"
"37.1000","3.0829","0.4364"
"37.2000","3.0910","0.4360"
"37.3000","3.0997","0.4354"
"37.4000","3.1075","0.4349"
"37.5000","3.1161","0.4345"
"37.6000","3.1247","0.4340"
"37.7000","3.1327","0.4335"
"37.8000","3.1413","0.4327"
"37.9000","3.1496","0.4317"
"38.0000","3.1576","0.4311"
"38.1000","3.1661","0.4304"
"38.2000","3.1748","0.4299"
"38.3000","3.1828","0.4286"
"38.4000","3.1916","0.4284"
"38.5000","3.1996","0.4274"
"38.6000","3.2076","0.4258"
"38.7000","3.2162","0.4246"
"38.8000","3.2247","0.4229"
"38.9000","3.2327","0.4206"
"39.0000","3.2414","0.4184"
"39.1000","3.2493","0.4156"
"39.2000","3.2575","0.4092"
"39.3000","3.2661","0.4021"
"39.4000","3.2747","0.3954"
"39.5000","3.2829","0.3843"
"39.6000","3.2914","0.3744"
"39.7000","3.2993","0.3621"
"39.8000","3.3078","0.3533"
"39.9000","3.3161","0.3446"
"40.0000","3.3244","0.3226"
"40.1000","3.3329","0.3109"
"40.2000","3.3411","0.3030"
"40.3000","3.3490","0.2981"
"40.4000","3.3577","0.2940"
"40.5000","3.3659","0.2911"
"40.6000","3.3743","0.2882"
"40.7000","3.3833","0.2859"
"40.8000","3.3912","0.2834"
"40.9000","3.3991","0.2816"
"41.0000","3.4080","0.2797"
"41.1000","3.4162","0.2775"
"41.2000","3.4244","0.2755"
"41.3000","3.4331","0.2738"
"41.4000","3.4410","0.2709"
"41.5000","3.4494","0.2684"
"41.6000","3.4579","0.2657"
"41.7000","3.4663","0.2613"
"41.8000","3.4747","0.2524"
"41.9000","3.4832","0.1817"
"42.0000","3.4911","0.0343"
"42.1000","3.4996","0.0350"
"42.2000","3.5080","0.0353"
"42.3000","3.5161","0.0351"
"42.4000","3.5247","0.0350"
"42.5000","3.5330","0.0350"
"42.6000","3.5409","0.0349"
"42.7000","3.5494","0.0350"
"42.8000","3.5578","0.0352"
"42.9000","3.5660","0.0349"
"43.0000","3.5749","0.0352"
"43.1000","3.5830","0.0351"
"43.2000","3.5908","0.0351"
"43.3000","3.5996","0.0354"
"43.4000","3.6078","0.0353"
"43.5000","3.6160","0.0352"
"43.6000","3.6246","0.0352"
"43.7000","3.6325","0.0351"
"43.8000","3.6407","0.0352"
"43.9000","3.6494","0.0351"
"44.0000","3.6577","0.0352"
"44.1000","3.6662","0.0350"
"44.2000","3.6748","0.0351"
"44.3000","3.6827","0.0350"
"44.4000","3.6911","0.0353"
"44.5000","3.6995","0.0353"
"44.6000","3.7077","0.0351"
"44.7000","3.7165","0.0351"
"44.8000","3.7245","0.0351"
"44.9000","3.7326","0.0353"
"45.0000","3.7412","0.0349"
"45.1000","3.7496","0.0352"
"45.2000","3.7578","0.0352"
"45.3000","3.7665","0.0354"
"45.4000","3.7747","0.0354"
"45.5000","3.7827","0.0351"
"45.6000","3.7912","0.0354"
"45.6100","3.7920","0.0353"
