Time,Displacement,Force
"16.8000","1.3919","0.4056"
"16.9000","1.4001","0.4052"
"17.0000","1.4081","0.4049"
"17.1000","1.4166","0.4045"
"17.2000","1.4253","0.4045"
"17.3000","1.4331","0.4042"
"17.4000","1.4419","0.4041"
"17.5000","1.4498","0.4035"
"17.6000","1.4582","0.4035"
"17.7000","1.4667","0.4032"
"17.8000","1.4751","0.4031"
"17.9000","1.4830","0.4027"
"18.0000","1.4918","0.4027"
"18.1000","1.4998","0.4024"
"18.2000","1.5080","0.4021"
"18.3000","1.5166","0.4021"
"18.4000","1.5250","0.4021"
"18.5000","1.5331","0.4015"
"18.6000","1.5415","0.4016"
"18.7000","1.5497","0.4014"
"18.8000","1.5583","0.4012"
"18.9000","1.5666","0.4015"
"19.0000","1.5751","0.4013"
"19.1000","1.5836","0.4011"
"19.2000","1.5916","0.4009"
"19.3000","1.5997","0.4007"
"19.4000","1.6084","0.4004"
"19.5000","1.6168","0.4006"
"19.6000","1.6250","0.4002"
"19.7000","1.6335","0.4002"
"19.8000","1.6414","0.3999"
"19.9000","1.6498","0.3998"
"20.0000","1.6582","0.3998"
"20.1000","1.6668","0.3998"
"20.2000","1.6749","0.3997"
"20.3000","1.6836","0.3996"
"20.4000","1.6915","0.3994"
"20.5000","1.7000","0.3994"
"20.6000","1.7083","0.3991"
"20.7000","1.7168","0.3992"
"20.8000","1.7250","0.3989"
"20.9000","1.7333","0.3987"
"21.0000","1.7414","0.3986"
"21.1000","1.7499","0.3987"
"21.2000","1.7582","0.3986"
"21.3000","1.7667","0.3985"
"21.4000","1.7752","0.3985"
"21.5000","1.7835","0.3981"
"21.6000","1.7914","0.3981"
"21.7000","1.7999","0.3981"
"21.8000","1.8082","0.3979"
"21.9000","1.8164","0.3978"
"22.0000","1.8251","0.3978"
"22.1000","1.8331","0.3978"
"22.2000","1.8413","0.3976"
"22.3000","1.8499","0.3975"
"22.4000","1.8584","0.3976"
"22.5000","1.8666","0.3975"
"22.6000","1.8754","0.3977"
"22.7000","1.8833","0.3974"
"22.8000","1.8917","0.3974"
"22.9000","1.8999","0.3971"
"23.0000","1.9084","0.3970"
"23.1000","1.9165","0.3969"
"23.2000","1.9250","0.3967"
"23.3000","1.9330","0.3966"
"23.4000","1.9416","0.3966"
"23.5000","1.9499","0.3967"
"23.6000","1.9583","0.3969"
"23.7000","1.9666","0.3967"
"23.8000","1.9752","0.3967"
"23.9000","1.9831","0.3964"
"24.0000","1.9917","0.3962"
"24.1000","2.0001","0.3966"
"24.2000","2.0083","0.3963"
"24.3000","2.0169","0.3963"
"24.4000","2.0249","0.3962"
"24.5000","2.0330","0.3957"
"24.6000","2.0417","0.3962"
"24.7000","2.0502","0.3960"
"24.8000","2.0584","0.3958"
"24.9000","2.0670","0.3960"
"25.0000","2.0749","0.3959"
"25.1000","2.0832","0.3957"
"25.2000","2.0916","0.3955"
"25.3000","2.1000","0.3957"
"25.4000","2.1083","0.3957"
"25.5000","2.1168","0.3956"
"25.6000","2.1247","0.3955"
"25.7000","2.1332","0.3955"
"25.8000","2.1416","0.3953"
"25.9000","2.1500","0.3954"
"26.0000","2.1585","0.3955"
"26.1000","2.1669","0.3952"
"26.2000","2.1748","0.3951"
"26.3000","2.1833","0.3950"
"26.4000","2.1915","0.3950"
"26.5000","2.1999","0.3950"
"26.6000","2.2084","0.3950"
"26.7000","2.2164","0.3949"
"26.8000","2.2247","0.3947"
"26.9000","2.2331","0.3946"
"27.0000","2.2415","0.3948"
"27.1000","2.2500","0.3948"
"27.2000","2.2584","0.3948"
"27.3000","2.2666","0.3946"
"27.4000","2.2748","0.3944"
"27.5000","2.2832","0.3946"
"27.6000","2.2916","0.3944"
"27.7000","2.3002","0.3945"
"27.8000","2.3084","0.3943"
"27.9000","2.3166","0.3942"
"28.0000","2.3249","0.3943"
"28.1000","2.3333","0.3942"
"28.2000","2.3418","0.3942"
"28.3000","2.3503","0.3943"
"28.4000","2.3585","0.3942"
"28.5000","2.3666","0.3940"
"28.6000","2.3749","0.3940"
"28.7000","2.3832","0.3941"
"28.8000","2.3918","0.3941"
"28.9000","2.4001","0.3938"
"29.0000","2.4083","0.3937"
"29.1000","2.4165","0.3937"
"29.2000","2.4249","0.3937"
"29.3000","2.4331","0.3936"
"29.4000","2.4419","0.3938"
"29.5000","2.4503","0.3939"
"29.6000","2.4585","0.3936"
"29.7000","2.4665","0.3935"
"29.8000","2.4750","0.3938"
"29.9000","2.4831","0.3935"
"30.0000","2.4917","0.3934"
"30.1000","2.5001","0.3936"
"30.2000","2.5080","0.3933"
"30.3000","2.5163","0.3932"
"30.4000","2.5248","0.3932"
"30.5000","2.5330","0.3931"
"30.6000","2.5418","0.3936"
"30.7000","2.5501","0.3933"
"30.8000","2.5581","0.3929"
"30.9000","2.5665","0.3932"
"31.0000","2.5750","0.3932"
"31.1000","2.5832","0.3929"
"31.2000","2.5920","0.3931"
"31.3000","2.6002","0.3932"
"31.4000","2.6083","0.3929"
"31.5000","2.6166","0.3931"
"31.6000","2.6250","0.3930"
"31.7000","2.6334","0.3929"
"31.8000","2.6420","0.3931"
"31.9000","2.6502","0.3928"
"32.0000","2.6581","0.3929"
"32.1000","2.6668","0.3927"
"32.2000","2.6748","0.3927"
"32.3000","2.6835","0.3929"
"32.4000","2.6917","0.3927"
"32.5000","2.6998","0.3928"
"32.6000","2.7081","0.3926"
"32.7000","2.7167","0.3927"
"32.8000","2.7247","0.3923"
"32.9000","2.7337","0.3929"
"33.0000","2.7417","0.3925"
"33.1000","2.7499","0.3926"
"33.2000","2.7583","0.3924"
"33.3000","2.7667","0.3927"
"33.4000","2.7747","0.3924"
"33.5000","2.7837","0.3925"
"33.6000","2.7915","0.3923"
"33.7000","2.7998","0.3923"
"33.8000","2.8081","0.3923"
"33.9000","2.8165","0.3921"
"34.0000","2.8249","0.3923"
"34.1000","2.8336","0.3924"
"34.2000","2.8417","0.3923"
"34.3000","2.8498","0.3922"
"34.4000","2.8582","0.3921"
"34.5000","2.8665","0.3922"
"34.6000","2.8752","0.3921"
"34.7000","2.8835","0.3920"
"34.8000","2.8916","0.3920"
"34.9000","2.8998","0.3919"
"35.0000","2.9082","0.3921"
"35.1000","2.9164","0.3917"
"35.2000","2.9253","0.3921"
"35.3000","2.9334","0.3918"
"35.4000","2.9418","0.3919"
"35.5000","2.9499","0.3918"
"35.6000","2.9581","0.3917"
"35.7000","2.9663","0.3915"
"35.8000","2.9753","0.3920"
"35.9000","2.9832","0.3917"
"36.0000","2.9916","0.3917"
"36.1000","2.9997","0.3916"
"36.2000","3.0082","0.3915"
"36.3000","3.0165","0.3917"
"36.4000","3.0252","0.3917"
"36.5000","3.0335","0.3914"
"36.6000","3.0418","0.3916"
"36.7000","3.0500","0.3915"
"36.8000","3.0582","0.3916"
"36.9000","3.0669","0.3916"
"37.0000","3.0752","0.3915"
"37.1000","3.0832","0.3912"
"37.2000","3.0916","0.3915"
"37.3000","3.0999","0.3913"
"37.4000","3.1080","0.3913"
"37.5000","3.1169","0.3915"
"37.6000","3.1252","0.3912"
"37.7000","3.1333","0.3910"
"37.8000","3.1417","0.3912"
"37.9000","3.1500","0.3914"
"38.0000","3.1580","0.3913"
"38.1000","3.1671","0.3913"
"38.2000","3.1749","0.3911"
"38.3000","3.1832","0.3914"
"38.4000","3.1915","0.3913"
"38.5000","3.1999","0.3913"
"38.6000","3.2082","0.3912"
"38.7000","3.2170","0.3913"
"38.8000","3.2248","0.3912"
"38.9000","3.2334","0.3911"
"39.0000","3.2416","0.3911"
"39.1000","3.2496","0.3910"
"39.2000","3.2584","0.3912"
"39.3000","3.2667","0.3909"
"39.4000","3.2746","0.3909"
"39.5000","3.2832","0.3910"
"39.6000","3.2915","0.3907"
"39.7000","3.2996","0.3908"
"39.8000","3.3086","0.3910"
"39.9000","3.3169","0.3911"
"40.0000","3.3250","0.3908"
"40.1000","3.3334","0.3908"
"40.2000","3.3417","0.3910"
"40.3000","3.3497","0.3907"
"40.4000","3.3587","0.3907"
"40.5000","3.3667","0.3907"
"40.6000","3.3749","0.3906"
"40.7000","3.3832","0.3908"
"40.8000","3.3915","0.3907"
"40.9000","3.3999","0.3907"
"41.0000","3.4087","0.3908"
"41.1000","3.4167","0.3907"
"41.2000","3.4252","0.3910"
"41.3000","3.4333","0.3905"
"41.4000","3.4413","0.3903"
"41.5000","3.4500","0.3906"
"41.6000","3.4586","0.3906"
"41.7000","3.4664","0.3905"
"41.8000","3.4750","0.3905"
"41.9000","3.4832","0.3906"
"42.0000","3.4912","0.3902"
"42.1000","3.5002","0.3907"
"42.2000","3.5085","0.3904"
"42.3000","3.5165","0.3902"
"42.4000","3.5250","0.3904"
"42.5000","3.5331","0.3902"
"42.6000","3.5413","0.3901"
"42.7000","3.5500","0.3904"
"42.8000","3.5583","0.3903"
"42.9000","3.5666","0.3901"
"43.0000","3.5748","0.3902"
"43.1000","3.5829","0.3899"
"43.2000","3.5916","0.3902"
"43.3000","3.6002","0.3903"
"43.4000","3.6082","0.3903"
"43.5000","3.6168","0.3903"
"43.6000","3.6251","0.3903"
"43.7000","3.6330","0.3901"
"43.8000","3.6418","0.3901"
"43.9000","3.6503","0.3899"
"44.0000","3.6581","0.3897"
"44.1000","3.6668","0.3900"
"44.2000","3.6748","0.3897"
"44.3000","3.6829","0.3897"
"44.4000","3.6919","0.3901"
"44.5000","3.7001","0.3900"
"44.6000","3.7083","0.3900"
"44.7000","3.7169","0.3899"
"44.8000","3.7248","0.3898"
"44.9000","3.7331","0.3898"
"45.0000","3.7418","0.3898"
"45.1000","3.7501","0.3896"
"45.2000","3.7583","0.3899"
"45.3000","3.7667","0.3898"
"45.4000","3.7747","0.3895"
"45.5000","3.7833","0.3894"
"45.6000","3.7918","0.3896"
"45.7000","3.8000","0.3896"
"45.8000","3.8086","0.3895"
"45.9000","3.8168","0.3896"
"46.0000","3.8246","0.3895"
"46.1000","3.8334","0.3894"
"46.2000","3.8417","0.3895"
"46.3000","3.8499","0.3895"
"46.4000","3.8584","0.3896"
"46.5000","3.8666","0.3893"
"46.6000","3.8745","0.3893"
"46.7000","3.8833","0.3894"
"46.8000","3.8917","0.3895"
"46.9000","3.9000","0.3894"
"47.0000","3.9086","0.3895"
"47.1000","3.9166","0.3892"
"47.2000","3.9249","0.3891"
"47.3000","3.9334","0.3893"
"47.4000","3.9417","0.3893"
"47.5000","3.9499","0.3892"
"47.6000","3.9583","0.3893"
"47.7000","3.9663","0.3892"
"47.8000","3.9749","0.3893"
"47.9000","3.9833","0.3892"
"48.0000","3.9916","0.3893"
"48.1000","4.0000","0.3892"
"48.2000","4.0085","0.3892"
"48.3000","4.0163","0.3890"
"48.4000","4.0251","0.3892"
"48.5000","4.0334","0.3894"
"48.6000","4.0418","0.3891"
"48.7000","4.0500","0.3893"
"48.8000","4.0582","0.3891"
"48.9000","4.0662","0.3888"
"49.0000","4.0751","0.3892"
"49.1000","4.0835","0.3890"
"49.2000","4.0918","0.3892"
"49.3000","4.1003","0.3889"
"49.4000","4.1083","0.3891"
"49.5000","4.1165","0.3891"
"49.6000","4.1251","0.3890"
"49.7000","4.1334","0.3890"
"49.8000","4.1417","0.3890"
"49.9000","4.1500","0.3891"
"50.0000","4.1579","0.3887"
"50.1000","4.1665","0.3888"
"50.2000","4.1750","0.3890"
"50.3000","4.1835","0.3889"
"50.4000","4.1919","0.3889"
"50.5000","4.2003","0.3891"
"50.6000","4.2080","0.3888"
"50.7000","4.2167","0.3889"
"50.8000","4.2248","0.3885"
"50.9000","4.2332","0.3887"
"51.0000","4.2416","0.3887"
"51.1000","4.2499","0.3883"
"51.2000","4.2578","0.3886"
"51.3000","4.2667","0.3889"
"51.4000","4.2748","0.3888"
"51.5000","4.2833","0.3887"
"51.6000","4.2918","0.3890"
"51.7000","4.2999","0.3887"
"51.8000","4.3081","0.3887"
"51.9000","4.3167","0.3888"
"52.0000","4.3247","0.3885"
"52.1000","4.3333","0.3887"
"52.2000","4.3418","0.3885"
"52.3000","4.3497","0.3886"
"52.4000","4.3583","0.3886"
"52.5000","4.3668","0.3885"
"52.6000","4.3751","0.3886"
"52.7000","4.3836","0.3887"
"52.8000","4.3920","0.3885"
"52.9000","4.3999","0.3886"
"53.0000","4.4085","0.3885"
"53.1000","4.4166","0.3885"
"53.2000","4.4250","0.3887"
"53.3000","4.4334","0.3883"
"53.4000","4.4417","0.3884"
"53.5000","4.4496","0.3884"
"53.6000","4.4585","0.3885"
"53.7000","4.4666","0.3884"
"53.8000","4.4751","0.3886"
"53.9000","4.4835","0.3886"
"54.0000","4.4916","0.3885"
"54.1000","4.4998","0.3883"
"54.2000","4.5083","0.3883"
"54.3000","4.5165","0.3884"
"54.4000","4.5250","0.3886"
"54.5000","4.5332","0.3882"
"54.6000","4.5414","0.3883"
"54.7000","4.5497","0.3882"
"54.8000","4.5582","0.3883"
"54.9000","4.5665","0.3882"
"55.0000","4.5751","0.3885"
"55.1000","4.5833","0.3882"
"55.2000","4.5914","0.3882"
"55.3000","4.5999","0.3879"
"55.4000","4.6082","0.3882"
"55.5000","4.6168","0.3882"
"55.6000","4.6251","0.3882"
"55.7000","4.6333","0.3881"
"55.8000","4.6415","0.3881"
"55.9000","4.6500","0.3881"
"56.0000","4.6583","0.3882"
"56.1000","4.6670","0.3882"
"56.2000","4.6751","0.3883"
"56.3000","4.6835","0.3880"
"56.4000","4.6916","0.3881"
"56.5000","4.7000","0.3881"
"56.6000","4.7082","0.3880"
"56.7000","4.7168","0.3881"
"56.8000","4.7250","0.3880"
"56.9000","4.7333","0.3879"
"57.0000","4.7415","0.3879"
"57.1000","4.7500","0.3881"
"57.2000","4.7583","0.3880"
"57.3000","4.7668","0.3878"
"57.4000","4.7750","0.3881"
"57.5000","4.7834","0.3878"
"57.6000","4.7917","0.3878"
"57.7000","4.7999","0.3878"
"57.8000","4.8083","0.3881"
"57.9000","4.8168","0.3878"
"58.0000","4.8249","0.3877"
"58.1000","4.8331","0.3877"
"58.2000","4.8416","0.3880"
"58.3000","4.8498","0.3877"
"58.4000","4.8583","0.3879"
"58.5000","4.8667","0.3879"
"58.6000","4.8751","0.3878"
"58.7000","4.8832","0.3878"
"58.8000","4.8916","0.3879"
"58.9000","4.8999","0.3877"
"59.0000","4.9085","0.3876"
"59.1000","4.9167","0.3876"
"59.2000","4.9250","0.3875"
"59.3000","4.9333","0.3877"
"59.4000","4.9414","0.3876"
"59.5000","4.9497","0.3876"
"59.6000","4.9586","0.3877"
"59.7000","4.9666","0.3875"
"59.8000","4.9749","0.3874"
"59.9000","4.9834","0.3875"
"60.0000","4.9916","0.3874"
"60.1000","4.9997","0.3872"
"60.2000","5.0085","0.3875"
"60.3000","5.0166","0.3873"
"60.4000","5.0248","0.3874"
"60.5000","5.0332","0.3876"
"60.6000","5.0415","0.3872"
"60.7000","5.0500","0.3873"
"60.8000","5.0586","0.3875"
"60.9000","5.0666","0.3873"
"61.0000","5.0750","0.3874"
"61.1000","5.0834","0.3873"
"61.2000","5.0915","0.3873"
"61.3000","5.1001","0.3871"
"61.4000","5.1085","0.3873"
"61.5000","5.1164","0.3870"
"61.6000","5.1249","0.3871"
"61.7000","5.1332","0.3871"
"61.8000","5.1415","0.3873"
"61.9000","5.1501","0.3873"
"62.0000","5.1585","0.3871"
"62.1000","5.1668","0.3872"
"62.2000","5.1751","0.3870"
"62.3000","5.1833","0.3868"
"62.4000","5.1915","0.3868"
"62.5000","5.2002","0.3871"
"62.6000","5.2084","0.3870"
"62.7000","5.2166","0.3869"
"62.8000","5.2248","0.3870"
"62.9000","5.2332","0.3868"
"63.0000","5.2416","0.3872"
"63.1000","5.2501","0.3870"
"63.2000","5.2582","0.3869"
"63.3000","5.2667","0.3869"
"63.4000","5.2748","0.3867"
"63.5000","5.2831","0.3868"
"63.6000","5.2916","0.3868"
"63.7000","5.3000","0.3868"
"63.8000","5.3080","0.3867"
"63.9000","5.3166","0.3869"
"64.0000","5.3247","0.3866"
"64.1000","5.3332","0.3865"
"64.2000","5.3418","0.3868"
"64.3000","5.3502","0.3868"
"64.4000","5.3583","0.3867"
"64.5000","5.3670","0.3867"
"64.6000","5.3750","0.3869"
"64.7000","5.3833","0.3867"
"64.8000","5.3918","0.3867"
"64.9000","5.4000","0.3869"
"65.0000","5.4083","0.3867"
"65.1000","5.4166","0.3868"
"65.2000","5.4247","0.3864"
"65.3000","5.4333","0.3866"
"65.4000","5.4419","0.3866"
"65.5000","5.4500","0.3866"
"65.6000","5.4586","0.3867"
"65.7000","5.4667","0.3866"
"65.8000","5.4748","0.3866"
"65.9000","5.4833","0.3865"
"66.0000","5.4919","0.3865"
"66.1000","5.4997","0.3864"
"66.2000","5.5084","0.3866"
"66.3000","5.5165","0.3865"
"66.4000","5.5248","0.3865"
"66.5000","5.5334","0.3865"
"66.6000","5.5419","0.3864"
"66.7000","5.5497","0.3864"
"66.8000","5.5586","0.3865"
"66.9000","5.5666","0.3862"
"67.0000","5.5748","0.3864"
"67.1000","5.5833","0.3862"
"67.2000","5.5915","0.3862"
"67.3000","5.6000","0.3863"
"67.4000","5.6083","0.3861"
"67.5000","5.6163","0.3863"
"67.6000","5.6249","0.3862"
"67.7000","5.6335","0.3861"
"67.8000","5.6415","0.3859"
"67.9000","5.6503","0.3864"
"68.0000","5.6584","0.3862"
"68.1000","5.6664","0.3861"
"68.2000","5.6749","0.3861"
"68.3000","5.6836","0.3864"
"68.4000","5.6912","0.3862"
"68.5000","5.7001","0.3860"
"68.6000","5.7082","0.3859"
"68.7000","5.7164","0.3860"
"68.8000","5.7250","0.3861"
"68.9000","5.7335","0.3859"
"69.0000","5.7414","0.3860"
"69.1000","5.7502","0.3859"
"69.2000","5.7581","0.3860"
"69.3000","5.7666","0.3859"
"69.4000","5.7751","0.3861"
"69.5000","5.7833","0.3858"
"69.6000","5.7916","0.3859"
"69.7000","5.8001","0.3859"
"69.8000","5.8081","0.3858"
"69.9000","5.8166","0.3859"
"70.0000","5.8252","0.3858"
"70.1000","5.8333","0.3858"
"70.2000","5.8419","0.3858"
"70.3000","5.8501","0.3858"
"70.4000","5.8580","0.3857"
"70.5000","5.8667","0.3858"
"70.6000","5.8752","0.3857"
"70.7000","5.8831","0.3858"
"70.8000","5.8919","0.3857"
"70.9000","5.8998","0.3856"
"71.0000","5.9079","0.3857"
"71.1000","5.9166","0.3857"
"71.2000","5.9252","0.3858"
"71.3000","5.9333","0.3856"
"71.4000","5.9419","0.3857"
"71.5000","5.9498","0.3853"
"71.6000","5.9583","0.3856"
"71.7000","5.9666","0.3855"
"71.8000","5.9750","0.3856"
"71.9000","5.9834","0.3855"
"72.0000","5.9916","0.3854"
"72.1000","5.9995","0.3852"
"72.2000","6.0082","0.3853"
"72.3000","6.0164","0.3853"
"72.4000","6.0248","0.3853"
"72.5000","6.0337","0.3855"
"72.6000","6.0417","0.3855"
"72.7000","6.0496","0.3854"
"72.8000","6.0584","0.3854"
"72.9000","6.0667","0.3855"
"73.0000","6.0748","0.3853"
"73.1000","6.0836","0.3853"
"73.2000","6.0916","0.3852"
"73.3000","6.0997","0.3850"
"73.4000","6.1084","0.3853"
"73.5000","6.1168","0.3853"
"73.6000","6.1251","0.3852"
"73.7000","6.1337","0.3852"
"73.8000","6.1416","0.3850"
"73.9000","6.1500","0.3852"
"74.0000","6.1585","0.3851"
"74.1000","6.1666","0.3850"
"74.2000","6.1751","0.3852"
"74.3000","6.1835","0.3852"
"74.4000","6.1914","0.3849"
"74.5000","6.1999","0.3850"
"74.6000","6.2083","0.3849"
"74.7000","6.2165","0.3850"
"74.8000","6.2253","0.3852"
"74.9000","6.2335","0.3852"
"75.0000","6.2413","0.3848"
"75.1000","6.2500","0.3848"
"75.2000","6.2583","0.3847"
"75.3000","6.2664","0.3847"
"75.4000","6.2751","0.3848"
"75.5000","6.2831","0.3847"
"75.6000","6.2911","0.3848"
"75.7000","6.2998","0.3848"
"75.8000","6.3081","0.3847"
"75.9000","6.3166","0.3846"
"76.0000","6.3253","0.3846"
"76.1000","6.3332","0.3848"
"76.2000","6.3415","0.3847"
"76.3000","6.3500","0.3846"
"76.4000","6.3582","0.3845"
"76.5000","6.3668","0.3849"
"76.6000","6.3751","0.3846"
"76.7000","6.3830","0.3845"
"76.8000","6.3916","0.3845"
"76.9000","6.4001","0.3845"
"77.0000","6.4083","0.3846"
"77.1000","6.4171","0.3845"
"77.2000","6.4253","0.3847"
"77.3000","6.4332","0.3844"
"77.4000","6.4417","0.3844"
"77.5000","6.4499","0.3843"
"77.6000","6.4583","0.3845"
"77.7000","6.4667","0.3843"
"77.8000","6.4749","0.3842"
"77.9000","6.4830","0.3842"
"78.0000","6.4916","0.3842"
"78.1000","6.4999","0.3843"
"78.2000","6.5084","0.3845"
"78.3000","6.5170","0.3844"
"78.4000","6.5252","0.3843"
"78.5000","6.5333","0.3841"
"78.6000","6.5417","0.3841"
"78.7000","6.5498","0.3840"
"78.8000","6.5584","0.3841"
"78.9000","6.5665","0.3839"
"79.0000","6.5748","0.3841"
"79.1000","6.5830","0.3838"
"79.2000","6.5915","0.3839"
"79.3000","6.5998","0.3839"
"79.4000","6.6086","0.3837"
"79.5000","6.6167","0.3840"
"79.6000","6.6248","0.3841"
"79.7000","6.6332","0.3839"
"79.8000","6.6416","0.3837"
"79.9000","6.6499","0.3839"
"80.0000","6.6586","0.3837"
"80.1000","6.6666","0.3839"
"80.2000","6.6748","0.3836"
"80.3000","6.6833","0.3836"
"80.4000","6.6916","0.3838"
"80.5000","6.7002","0.3836"
"80.6000","6.7086","0.3837"
"80.7000","6.7167","0.3837"
"80.8000","6.7250","0.3837"
"80.9000","6.7333","0.3835"
"81.0000","6.7413","0.3833"
"81.1000","6.7502","0.3837"
"81.2000","6.7583","0.3834"
"81.3000","6.7665","0.3835"
"81.4000","6.7749","0.3832"
"81.5000","6.7832","0.3835"
"81.6000","6.7914","0.3830"
"81.7000","6.8004","0.3835"
"81.8000","6.8085","0.3831"
"81.9000","6.8166","0.3833"
"82.0000","6.8250","0.3831"
