Time,Displacement,Force
"16.6000","1.3755","0.4491"
"16.7000","1.3836","0.4496"
"16.8000","1.3923","0.4500"
"16.9000","1.4004","0.4504"
"17.0000","1.4084","0.4505"
"17.1000","1.4170","0.4509"
"17.2000","1.4257","0.4512"
"17.3000","1.4334","0.4515"
"17.4000","1.4422","0.4517"
"17.5000","1.4501","0.4516"
"17.6000","1.4586","0.4518"
"17.7000","1.4671","0.4522"
"17.8000","1.4755","0.4522"
"17.9000","1.4834","0.4523"
"18.0000","1.4923","0.4525"
"18.1000","1.5002","0.4525"
"18.2000","1.5084","0.4521"
"18.3000","1.5170","0.4525"
"18.4000","1.5254","0.4525"
"18.5000","1.5335","0.4524"
"18.6000","1.5419","0.4526"
"18.7000","1.5500","0.4522"
"18.8000","1.5587","0.4527"
"18.9000","1.5670","0.4524"
"19.0000","1.5755","0.4526"
"19.1000","1.5840","0.4525"
"19.2000","1.5919","0.4524"
"19.3000","1.6001","0.4520"
"19.4000","1.6087","0.4521"
"19.5000","1.6172","0.4523"
"19.6000","1.6253","0.4521"
"19.7000","1.6338","0.4519"
"19.8000","1.6418","0.4519"
"19.9000","1.6502","0.4519"
"20.0000","1.6586","0.4516"
"20.1000","1.6672","0.4518"
"20.2000","1.6753","0.4516"
"20.3000","1.6839","0.4514"
"20.4000","1.6919","0.4512"
"20.5000","1.7004","0.4512"
"20.6000","1.7087","0.4510"
"20.7000","1.7172","0.4508"
"20.8000","1.7254","0.4506"
"20.9000","1.7337","0.4505"
"21.0000","1.7418","0.4505"
"21.1000","1.7504","0.4505"
"21.2000","1.7586","0.4501"
"21.3000","1.7670","0.4502"
"21.4000","1.7756","0.4503"
"21.5000","1.7839","0.4500"
"21.6000","1.7918","0.4498"
"21.7000","1.8003","0.4496"
"21.8000","1.8087","0.4494"
"21.9000","1.8168","0.4494"
"22.0000","1.8255","0.4492"
"22.1000","1.8335","0.4489"
"22.2000","1.8417","0.4488"
"22.3000","1.8503","0.4491"
"22.4000","1.8589","0.4488"
"22.5000","1.8670","0.4487"
"22.6000","1.8758","0.4487"
"22.7000","1.8837","0.4484"
"22.8000","1.8920","0.4484"
"22.9000","1.9003","0.4481"
"23.0000","1.9088","0.4482"
"23.1000","1.9169","0.4479"
"23.2000","1.9253","0.4478"
"23.3000","1.9334","0.4477"
"23.4000","1.9420","0.4475"
"23.5000","1.9503","0.4476"
"23.6000","1.9586","0.4471"
"23.7000","1.9670","0.4473"
"23.8000","1.9756","0.4475"
"23.9000","1.9835","0.4469"
"24.0000","1.9921","0.4470"
"24.1000","2.0004","0.4469"
"24.2000","2.0086","0.4468"
"24.3000","2.0173","0.4468"
"24.4000","2.0253","0.4466"
"24.5000","2.0334","0.4462"
"24.6000","2.0421","0.4463"
"24.7000","2.0506","0.4464"
"24.8000","2.0588","0.4462"
"24.9000","2.0674","0.4462"
"25.0000","2.0753","0.4457"
"25.1000","2.0836","0.4457"
"25.2000","2.0920","0.4455"
"25.3000","2.1004","0.4457"
"25.4000","2.1087","0.4455"
"25.5000","2.1171","0.4454"
"25.6000","2.1251","0.4451"
"25.7000","2.1336","0.4449"
"25.8000","2.1420","0.4450"
"25.9000","2.1503","0.4449"
"26.0000","2.1589","0.4448"
"26.1000","2.1672","0.4447"
"26.2000","2.1752","0.4446"
"26.3000","2.1837","0.4446"
"26.4000","2.1919","0.4443"
"26.5000","2.2002","0.4442"
"26.6000","2.2088","0.4443"
"26.7000","2.2168","0.4439"
"26.8000","2.2251","0.4437"
"26.9000","2.2335","0.4440"
"27.0000","2.2418","0.4435"
"27.1000","2.2504","0.4438"
"27.2000","2.2588","0.4435"
"27.3000","2.2670","0.4434"
"27.4000","2.2752","0.4432"
"27.5000","2.2836","0.4432"
"27.6000","2.2920","0.4433"
"27.7000","2.3005","0.4429"
"27.8000","2.3087","0.4429"
"27.9000","2.3170","0.4427"
"28.0000","2.3253","0.4430"
"28.1000","2.3337","0.4425"
"28.2000","2.3422","0.4425"
"28.3000","2.3507","0.4422"
"28.4000","2.3589","0.4422"
"28.5000","2.3670","0.4420"
"28.6000","2.3754","0.4421"
"28.7000","2.3836","0.4417"
"28.8000","2.3922","0.4416"
"28.9000","2.4005","0.4417"
"29.0000","2.4087","0.4415"
"29.1000","2.4168","0.4413"
"29.2000","2.4253","0.4413"
"29.3000","2.4335","0.4411"
"29.4000","2.4423","0.4412"
"29.5000","2.4507","0.4411"
"29.6000","2.4588","0.4411"
"29.7000","2.4669","0.4406"
"29.8000","2.4754","0.4405"
"29.9000","2.4835","0.4404"
"30.0000","2.4921","0.4404"
"30.1000","2.5004","0.4404"
"30.2000","2.5084","0.4398"
"30.3000","2.5167","0.4398"
"30.4000","2.5252","0.4399"
"30.5000","2.5334","0.4396"
"30.6000","2.5423","0.4397"
"30.7000","2.5505","0.4394"
"30.8000","2.5584","0.4392"
"30.9000","2.5669","0.4392"
"31.0000","2.5754","0.4389"
"31.1000","2.5836","0.4388"
"31.2000","2.5923","0.4390"
"31.3000","2.6005","0.4387"
"31.4000","2.6086","0.4384"
"31.5000","2.6170","0.4386"
"31.6000","2.6253","0.4383"
"31.7000","2.6338","0.4382"
"31.8000","2.6424","0.4381"
"31.9000","2.6505","0.4378"
"32.0000","2.6585","0.4377"
"32.1000","2.6671","0.4377"
"32.2000","2.6752","0.4375"
"32.3000","2.6839","0.4375"
"32.4000","2.6920","0.4371"
"32.5000","2.7002","0.4368"
"32.6000","2.7085","0.4367"
"32.7000","2.7170","0.4365"
"32.8000","2.7251","0.4361"
"32.9000","2.7340","0.4363"
"33.0000","2.7421","0.4361"
"33.1000","2.7503","0.4358"
"33.2000","2.7587","0.4356"
"33.3000","2.7671","0.4355"
"33.4000","2.7751","0.4352"
"33.5000","2.7841","0.4353"
"33.6000","2.7919","0.4346"
"33.7000","2.8002","0.4344"
"33.8000","2.8085","0.4343"
"33.9000","2.8168","0.4339"
"34.0000","2.8254","0.4341"
"34.1000","2.8340","0.4339"
"34.2000","2.8421","0.4334"
"34.3000","2.8502","0.4330"
"34.4000","2.8586","0.4330"
"34.5000","2.8669","0.4325"
"34.6000","2.8756","0.4326"
"34.7000","2.8838","0.4321"
"34.8000","2.8920","0.4318"
"34.9000","2.9002","0.4313"
"35.0000","2.9086","0.4310"
"35.1000","2.9167","0.4306"
"35.2000","2.9257","0.4305"
"35.3000","2.9337","0.4297"
"35.4000","2.9421","0.4293"
"35.5000","2.9502","0.4289"
"35.6000","2.9585","0.4280"
"35.7000","2.9666","0.4276"
"35.8000","2.9756","0.4270"
"35.9000","2.9836","0.4260"
"36.0000","2.9919","0.4249"
"36.1000","3.0000","0.4235"
"36.2000","3.0086","0.4223"
"36.3000","3.0169","0.4205"
"36.4000","3.0256","0.4186"
"36.5000","3.0338","0.4154"
"36.6000","3.0422","0.4101"
"36.7000","3.0504","0.3992"
"36.7930","3.0580","0.1454"
"36.8930","3.0667","0.0351"
"36.9930","3.0750","0.0349"
"37.0930","3.0829","0.0346"
"37.1930","3.0914","0.0348"
"37.2930","3.0997","0.0349"
"37.3930","3.1078","0.0345"
"37.4930","3.1167","0.0344"
"37.5930","3.1250","0.0342"
"37.6930","3.1331","0.0349"
"37.7930","3.1415","0.0348"
"37.8930","3.1498","0.0351"
"37.9930","3.1578","0.0350"
"38.0930","3.1669","0.0348"
"38.1930","3.1748","0.0348"
"38.2930","3.1830","0.0348"
"38.3930","3.1914","0.0347"
"38.4930","3.1997","0.0345"
"38.5930","3.2080","0.0347"
"38.6930","3.2168","0.0348"
"38.7930","3.2246","0.0345"
"38.8930","3.2332","0.0339"
"38.9930","3.2414","0.0347"
"39.0930","3.2494","0.0351"
"39.1930","3.2581","0.0349"
"39.2930","3.2666","0.0348"
"39.3930","3.2744","0.0351"
"39.4930","3.2830","0.0347"
"39.5930","3.2913","0.0349"
"39.6930","3.2994","0.0350"
"39.7930","3.3084","0.0349"
"39.8930","3.3167","0.0348"
"39.9930","3.3248","0.0350"
"40.0910","3.3330","0.0347"
