Time,Displacement,Force
"32.6000","2.7077","0.5107"
"32.7000","2.7162","0.5109"
"32.8000","2.7243","0.5103"
"32.9000","2.7326","0.5102"
"33.0000","2.7410","0.5102"
"33.1000","2.7492","0.5099"
"33.2000","2.7576","0.5099"
"33.3000","2.7657","0.5097"
"33.4000","2.7740","0.5095"
"33.5000","2.7826","0.5095"
"33.6000","2.7912","0.5094"
"33.7000","2.7992","0.5091"
"33.8000","2.8079","0.5091"
"33.9000","2.8159","0.5084"
"34.0000","2.8241","0.5084"
"34.1000","2.8326","0.5081"
"34.2000","2.8412","0.5079"
"34.3000","2.8490","0.5076"
"34.4000","2.8577","0.5074"
"34.5000","2.8658","0.5072"
"34.6000","2.8742","0.5069"
"34.7000","2.8828","0.5068"
"34.8000","2.8911","0.5062"
"34.9000","2.8991","0.5060"
"35.0000","2.9079","0.5058"
"35.1000","2.9159","0.5053"
"35.2000","2.9241","0.5047"
"35.3000","2.9327","0.5044"
"35.4000","2.9408","0.5039"
"35.5000","2.9493","0.5034"
"35.6000","2.9576","0.5030"
"35.7000","2.9656","0.5021"
"35.8000","2.9743","0.5020"
"35.9000","2.9829","0.5014"
"36.0000","2.9908","0.5004"
"36.1000","2.9996","0.4999"
"36.2000","3.0076","0.4989"
"36.3000","3.0156","0.4973"
"36.4000","3.0242","0.4958"
"36.5000","3.0328","0.4938"
"36.6000","3.0404","0.4907"
"36.7000","3.0494","0.4874"
"36.8000","3.0574","0.4824"
"36.9000","3.0657","0.4736"
"36.9480","3.0699","0.2173"
"37.0480","3.0786","0.0351"
"37.1480","3.0864","0.0350"
"37.2480","3.0952","0.0349"
"37.3480","3.1033","0.0349"
"37.4480","3.1113","0.0349"
"37.5480","3.1200","0.0347"
"37.6480","3.1286","0.0350"
"37.7480","3.1363","0.0349"
"37.8480","3.1452","0.0349"
"37.9480","3.1532","0.0350"
"38.0480","3.1614","0.0349"
"38.1480","3.1700","0.0351"
"38.2480","3.1785","0.0349"
"38.3480","3.1865","0.0350"
"38.4480","3.1952","0.0352"
"38.5480","3.2030","0.0352"
"38.6480","3.2115","0.0350"
"38.7480","3.2199","0.0348"
"38.8480","3.2282","0.0350"
"38.9480","3.2366","0.0350"
"39.0480","3.2449","0.0350"
"39.1480","3.2528","0.0353"
"39.2480","3.2615","0.0351"
"39.3480","3.2701","0.0352"
"39.4480","3.2782","0.0352"
"39.4900","3.2818","0.0350"
