Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0182"
"0.1000","0.0008","0.0182"
"0.2000","0.0033","0.0198"
"0.3000","0.0160","0.0277"
"0.4000","0.0251","0.0334"
"0.5000","0.0334","0.0385"
"0.6000","0.0416","0.0435"
"0.7000","0.0498","0.0486"
"0.8000","0.0583","0.0535"
"0.9000","0.0667","0.0585"
"1.0000","0.0750","0.0639"
"1.1000","0.0833","0.0687"
"1.2000","0.0916","0.0738"
"1.3000","0.0998","0.0788"
"1.4000","0.1084","0.0839"
"1.5000","0.1167","0.0887"
"1.6000","0.1251","0.0937"
"1.7000","0.1336","0.0989"
"1.8000","0.1414","0.1031"
"1.9000","0.1502","0.1084"
"2.0000","0.1584","0.1135"
"2.1000","0.1666","0.1181"
"2.2000","0.1750","0.1231"
"2.3000","0.1835","0.1281"
"2.4000","0.1911","0.1324"
"2.5000","0.2001","0.1378"
"2.6000","0.2083","0.1424"
"2.7000","0.2166","0.1472"
"2.8000","0.2250","0.1523"
"2.9000","0.2333","0.1570"
"3.0000","0.2412","0.1616"
"3.1000","0.2501","0.1665"
"3.2000","0.2582","0.1712"
"3.3000","0.2668","0.1758"
"3.4000","0.2752","0.1807"
"3.5000","0.2832","0.1853"
"3.6000","0.2914","0.1900"
"3.7000","0.3001","0.1949"
"3.8000","0.3084","0.1993"
"3.9000","0.3168","0.2041"
"4.0000","0.3254","0.2090"
"4.1000","0.3331","0.2131"
"4.2000","0.3417","0.2178"
"4.3000","0.3501","0.2228"
"4.4000","0.3583","0.2271"
"4.5000","0.3668","0.2318"
"4.6000","0.3751","0.2363"
"4.7000","0.3829","0.2404"
"4.8000","0.3917","0.2453"
"4.9000","0.4000","0.2498"
"5.0000","0.4083","0.2542"
"5.1000","0.4169","0.2588"
"5.2000","0.4252","0.2631"
"5.3000","0.4331","0.2674"
"5.4000","0.4417","0.2719"
"5.5000","0.4499","0.2762"
"5.6000","0.4584","0.2808"
"5.7000","0.4667","0.2851"
"5.8000","0.4747","0.2893"
"5.9000","0.4830","0.2935"
"6.0000","0.4915","0.2980"
"6.1000","0.4998","0.3023"
"6.2000","0.5084","0.3064"
"6.3000","0.5168","0.3108"
"6.4000","0.5247","0.3148"
"6.5000","0.5333","0.3189"
"6.6000","0.5416","0.3233"
"6.7000","0.5499","0.3275"
"6.8000","0.5585","0.3315"
"6.9000","0.5668","0.3359"
"7.0000","0.5747","0.3396"
"7.1000","0.5834","0.3440"
"7.2000","0.5917","0.3478"
"7.3000","0.6001","0.3522"
"7.4000","0.6086","0.3562"
"7.5000","0.6169","0.3599"
"7.6000","0.6249","0.3639"
"7.7000","0.6335","0.3681"
"7.8000","0.6415","0.3720"
"7.9000","0.6502","0.3758"
"8.0000","0.6585","0.3796"
"8.1000","0.6666","0.3836"
"8.2000","0.6748","0.3872"
"8.3000","0.6834","0.3912"
"8.4000","0.6915","0.3949"
"8.5000","0.7002","0.3988"
"8.6000","0.7086","0.4026"
"8.7000","0.7165","0.4059"
"8.8000","0.7251","0.4096"
"8.9000","0.7333","0.4133"
"9.0000","0.7414","0.4168"
"9.1000","0.7502","0.4209"
"9.2000","0.7582","0.4237"
"9.3000","0.7662","0.4274"
"9.4000","0.7749","0.4312"
"9.5000","0.7831","0.4343"
"9.6000","0.7914","0.4378"
"9.7000","0.8003","0.4416"
"9.8000","0.8083","0.4446"
"9.9000","0.8165","0.4480"
"10.0000","0.8250","0.4511"
"10.1000","0.8331","0.4540"
"10.2000","0.8417","0.4576"
"10.3000","0.8502","0.4607"
"10.4000","0.8581","0.4634"
"10.5000","0.8666","0.4665"
"10.6000","0.8750","0.4694"
"10.7000","0.8830","0.4719"
"10.8000","0.8919","0.4749"
"10.9000","0.9003","0.4774"
"11.0000","0.9082","0.4797"
"11.1000","0.9167","0.4821"
"11.2000","0.9251","0.4842"
"11.3000","0.9330","0.4860"
"11.4000","0.9419","0.4878"
"11.5000","0.9500","0.4893"
"11.6000","0.9581","0.4906"
"11.7000","0.9666","0.4916"
"11.8000","0.9748","0.4922"
"11.9000","0.9832","0.4928"
"12.0000","0.9920","0.4931"
"12.1000","0.9999","0.4927"
"12.2000","1.0083","0.4922"
"12.3000","1.0167","0.4913"
"12.4000","1.0250","0.4895"
"12.5000","1.0333","0.4883"
"12.6000","1.0419","0.4864"
"12.7000","1.0498","0.4843"
"12.8000","1.0582","0.4819"
"12.9000","1.0666","0.4796"
"13.0000","1.0748","0.4772"
"13.1000","1.0835","0.4748"
"13.2000","1.0919","0.4725"
"13.3000","1.0999","0.4701"
"13.4000","1.1085","0.4680"
"13.5000","1.1166","0.4658"
"13.6000","1.1247","0.4636"
"13.7000","1.1335","0.4619"
"13.8000","1.1419","0.4601"
"13.9000","1.1498","0.4581"
"14.0000","1.1583","0.4564"
"14.1000","1.1666","0.4548"
"14.2000","1.1749","0.4536"
"14.3000","1.1835","0.4522"
"14.4000","1.1917","0.4510"
"14.5000","1.2000","0.4498"
"14.6000","1.2082","0.4484"
"14.7000","1.2165","0.4475"
"14.8000","1.2249","0.4465"
"14.9000","1.2335","0.4456"
"15.0000","1.2415","0.4448"
"15.1000","1.2500","0.4438"
"15.2000","1.2582","0.4430"
"15.3000","1.2664","0.4420"
"15.4000","1.2750","0.4416"
"15.5000","1.2837","0.4412"
"15.6000","1.2915","0.4403"
"15.7000","1.3001","0.4398"
"15.8000","1.3085","0.4392"
"15.9000","1.3165","0.4384"
"16.0000","1.3251","0.4384"
"16.1000","1.3335","0.4375"
"16.2000","1.3418","0.4373"
"16.3000","1.3500","0.4366"
"16.4000","1.3581","0.4360"
"16.5000","1.3665","0.4358"
"16.6000","1.3751","0.4354"
"16.7000","1.3833","0.4350"
"16.8000","1.3919","0.4347"
"16.9000","1.4001","0.4345"
"17.0000","1.4081","0.4338"
"17.1000","1.4167","0.4336"
"17.2000","1.4253","0.4336"
"17.3000","1.4331","0.4326"
"17.4000","1.4418","0.4329"
"17.5000","1.4498","0.4322"
"17.6000","1.4583","0.4321"
"17.7000","1.4667","0.4317"
"17.8000","1.4751","0.4316"
"17.9000","1.4830","0.4310"
"18.0000","1.4919","0.4310"
"18.1000","1.4998","0.4305"
"18.2000","1.5081","0.4303"
"18.3000","1.5167","0.4301"
"18.4000","1.5250","0.4300"
"18.5000","1.5331","0.4297"
"18.6000","1.5415","0.4292"
"18.7000","1.5497","0.4291"
"18.8000","1.5583","0.4291"
"18.9000","1.5666","0.4289"
"19.0000","1.5751","0.4289"
"19.1000","1.5836","0.4287"
"19.2000","1.5916","0.4281"
"19.3000","1.5997","0.4280"
"19.4000","1.6084","0.4280"
"19.5000","1.6169","0.4278"
"19.6000","1.6250","0.4275"
"19.7000","1.6335","0.4273"
"19.8000","1.6414","0.4270"
"19.9000","1.6498","0.4270"
"20.0000","1.6582","0.4265"
"20.1000","1.6668","0.4266"
"20.2000","1.6750","0.4265"
"20.3000","1.6836","0.4263"
"20.4000","1.6916","0.4259"
"20.5000","1.7000","0.4259"
